,id,cd_type,init_cd,cd,duration,trigger,target_buff,self_buff,random_buff,hurt,heal,chip,dice,movement_type,movement_parameter,stage_change,perform_creation_id,effect_range,summoner,token,negative_skill_target,chip_ui_control,score,flight,action
411,1750102,1,0,0,2:-1,"17502,17504",121:-1,271:-1,0,0,0,0,0,0,0,0,0,,0,0,38,3,0,0,
412,1750201,1,0,0,2:-1,"17501,17503",122:1,271:1,0,0,0,0,0,0,0,0,0,,0,0,38,3,0,0,
413,1750202,1,0,0,2:-1,"17502,17504",122:-1,271:-1,0,0,0,0,0,0,0,0,0,,0,0,38,3,0,0,
414,1800101,1,0,0,2:-1,1800101,176:-6,0,0,0,0,0,0,0,0,0,0,,0,0,5,3,1,0,
415,2010101,1,0,0,3:-1,0,128:1,0,,0,0,0,0,0,0,0,0,,0,0,44,0,0,0,
416,2020101,1,0,0,3:-1,2020101,0,279:-1,,*300113,0,0,0,0,0,0,16,,0,0,50,0,0,0,attack
417,2020102,1,0,0,3:-1,13501,0,279:1,,,0,0,0,0,0,0,0,,0,0,1,0,0,0,
418,2040101,1,0,0,3:-1,2040101,0,281:-1,,0,0,0,0,0,0,0,30,1,0,0,51,0,0,0,
419,2040102,1,0,0,3:-1,13501,0,281:1,,,0,0,0,0,0,0,0,,0,0,1,0,0,0,
420,2050101,1,0,0,3:-1,20501,"114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1",0,0,0,0,0,0,0,19,,0,0,1,0,0,0,
421,2060101,1,0,0,3:-1,20601,"114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1",0,0,0,0,0,0,0,19,,0,0,1,0,0,0,
422,2070101,1,0,0,3:-1,20701,"114:1,175:1,177:1,288:1",0,"171:1,172:1,223:1,224:1,225:1,226:1,222:1",0,0,0,0,0,0,0,19,,0,0,1,0,0,0,
423,2080101,1,0,0,3:-1,20801,128:1,0,,0,0,0,0,0,0,0,0,,0,0,6,0,0,0,
424,2090101,1,0,0,3:-1,20901,"114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,246:1",0,0,0,0,0,0,0,19,,0,0,1,0,0,0,
425,2100101,1,0,0,3:-1,21001,"114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,1,0,0,0,
426,2110101,1,0,0,3:-1,21101,"114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1",0,0,0,0,0,0,0,19,,0,0,1,0,0,0,
427,2120101,1,0,0,3:-1,21201,"114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,1,0,0,0,
428,2130101,1,0,0,3:-1,21301,"114:1,175:1,177:1,288:1",0,"171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1",0,0,0,0,0,0,0,19,,0,0,1,0,0,0,
429,2140101,1,0,0,3:-1,21401,"114:1,175:1,177:1,288:1",0,"171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,1,0,0,0,
430,3020101,1,0,0,3:-1,0,0,0,0,2,0,0,0,0,0,0,32,,0,0,52,0,0,0,
431,3050101,1,0,0,3:-1,0,108:1,0,0,0,*400103,0,0,0,0,0,18,,0,0,53,0,0,0,
432,3090101,1,0,-1,3:-1,30901,0,228:1,0,99,0,0,0,0,0,0,0,,0,0,55,0,0,0,
433,3100101,1,0,-1,3:-1,31001,0,229:1,0,99,0,0,0,0,0,0,0,,0,0,55,0,0,0,
434,3110101,1,0,-1,3:-1,31101,0,230:1,0,99,0,0,0,0,0,0,0,,0,0,55,0,0,0,
435,3120101,1,0,-1,3:-1,31201,0,231:1,0,99,0,0,0,0,0,0,0,,0,0,55,0,0,0,
436,6080101,1,0,0,2:-1,"16201,16501",0,0,0,0,0,0,0,0,0,0,0,,0,2,5,0,0,0,
437,6080102,1,0,0,2:-1,"16201,16502",0,0,0,0,0,0,0,0,0,0,0,,0,2,5,0,0,0,
438,6080201,1,0,0,2:-1,"16201,16501",0,0,0,0,0,0,0,0,0,0,0,,0,4,5,0,0,0,
439,6080202,1,0,0,2:-1,"16201,16502",0,0,0,0,0,0,0,0,0,0,0,,0,4,5,0,0,0,
